secs, cad, hr, km, kph, nm, watts, alt, lon, lat, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
520,90,0,1.90228,37.5552,0,407,202.4,144.57,-36.786,0,0,28,0,49,0,0,0,0,0,0,0,0
521,91,0,1.91359,38.88,0,418,202.4,144.57,-36.7859,0,0,28,0,48,0,0,0,0,0,0,0,0
522,92,0,1.92521,39.3048,0,402,202.4,144.57,-36.7858,0,0,28,0,47,0,0,0,0,0,0,0,0
523,93,0,1.93584,39.168,0,389,202.4,144.57,-36.7857,0,0,28,0,47,0,0,0,0,0,0,0,0
524,94,0,1.94731,39.2724,0,376,202.4,144.57,-36.7856,0,0,28,0,46,0,0,0,0,0,0,0,0
525,94,0,1.96076,40.6836,0,339,202.4,144.57,-36.7855,0,0,28,0,48,0,0,0,0,0,0,0,0
526,94,0,1.97375,41.6088,0,381,202.4,144.57,-36.7854,0,0,28,0,47,0,0,0,0,0,0,0,0
527,93,0,1.98621,41.9004,0,422,202.4,144.57,-36.7852,0,0,28,0,46,0,0,0,0,0,0,0,0
528,89,0,1.99937,42.012,0,362,202.4,144.569,-36.7851,0,0,28,0,46,0,0,0,0,0,0,0,0
529,89,0,2.01241,42.5196,0,362,202.4,144.569,-36.785,0,0,28,0,46,0,0,0,0,0,0,0,0
530,87,0,2.02427,41.436,0,351,202.4,144.569,-36.7849,0,0,28,0,46,0,0,0,0,0,0,0,0
531,87,0,2.03659,41.3028,0,351,202.4,144.569,-36.7848,0,0,28,0,46,0,0,0,0,0,0,0,0
532,88,0,2.04856,41.2308,0,353,202.4,144.569,-36.7847,0,0,28,0,46,0,0,0,0,0,0,0,0
533,89,0,2.06038,41.2812,0,358,202.4,144.569,-36.7846,0,0,28,0,46,0,0,0,0,0,0,0,0
534,90,0,2.07138,40.842,0,371,202.4,144.569,-36.7845,0,0,28,0,46,0,0,0,0,0,0,0,0
535,91,0,2.08292,40.4496,0,343,202.4,144.569,-36.7844,0,0,28,0,46,0,0,0,0,0,0,0,0
536,92,0,2.09481,40.482,0,309,202.4,144.569,-36.7843,0,0,28,0,45,0,0,0,0,0,0,0,0
537,92,0,2.10699,40.7952,0,331,202.4,144.569,-36.7842,0,0,28,0,46,0,0,0,0,0,0,0,0
538,92,0,2.11855,41.4288,0,378,202.4,144.569,-36.7841,0,0,28,0,46,0,0,0,0,0,0,0,0
539,92,0,2.13006,41.4252,0,378,202.4,144.569,-36.784,0,0,28,0,46,0,0,0,0,0,0,0,0
540,92,0,2.14188,41.904,0,336,202.4,144.569,-36.7839,0,0,28,0,47,0,0,0,0,0,0,0,0
541,92,0,2.15245,41.8284,0,280,202.4,144.569,-36.7838,0,0,28,0,47,0,0,0,0,0,0,0,0
542,92,0,2.16292,41.526,0,166,202.4,144.569,-36.7837,0,0,28,0,43,0,0,0,0,0,0,0,0
543,92,0,2.17411,41.6448,0,64,202.4,144.569,-36.7836,0,0,28,0,38,0,0,0,0,0,0,0,0
544,93,0,2.18547,42.3792,0,13,202.4,144.569,-36.7835,0,0,28,0,31,0,0,0,0,0,0,0,0
545,93,0,2.19682,42.246,0,0,202.4,144.569,-36.7834,0,0,28,0,31,0,0,0,0,0,0,0,0
546,93,0,2.20798,41.6232,0,0,202.4,144.569,-36.7833,0,0,28,0,31,0,0,0,0,0,0,0,0
547,22,0,2.21848,40.2984,0,0,202.4,144.569,-36.7832,0,0,28,0,31,0,0,0,0,0,0,0,0
548,0,0,2.22812,38.4012,0,0,202.4,144.569,-36.7831,0,0,28,0,31,0,0,0,0,0,0,0,0
549,36,0,2.23694,36.3924,0,0,202.4,144.569,-36.7831,0,0,28,0,31,0,0,0,0,0,0,0,0
550,73,0,2.24385,33.3252,0,0,202.4,144.569,-36.783,0,0,28,0,31,0,0,0,0,0,0,0,0
551,65,0,2.25114,29.8512,0,0,202.4,144.569,-36.7829,0,0,28,0,31,0,0,0,0,0,0,0,0
552,64,0,2.25836,27.4824,0,0,202.4,144.569,-36.7829,0,0,28,0,31,0,0,0,0,0,0,0,0
553,32,0,2.26366,23.706,0,0,202.4,144.569,-36.7828,0,0,28,0,31,0,0,0,0,0,0,0,0
554,5,0,2.26832,20.9052,0,0,202.4,144.569,-36.7828,0,0,28,0,31,0,0,0,0,0,0,0,0
555,0,0,2.27163,17.8236,0,0,202.4,144.569,-36.7828,0,0,28,0,31,0,0,0,0,0,0,0,0
556,17,0,2.27163,11.8152,0,0,202,144.569,-36.7828,0,0,28,0,31,0,0,0,0,0,0,0,0
557,5,0,2.27235,9.3852,0,0,201.6,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
558,0,0,2.27235,6.7608,0,0,201.2,144.569,-36.7828,0,0,28,0,31,0,0,0,0,0,0,0,0
559,0,0,2.27235,4.6044,0,0,200.8,144.569,-36.7828,0,0,28,0,31,0,0,0,0,0,0,0,0
560,0,0,2.27235,2.808,0,0,200.4,144.569,-36.7828,0,0,28,0,31,0,0,0,0,0,0,0,0
561,0,0,2.27235,0,0,0,200.4,144.569,-36.7828,0,0,28,0,31,0,0,0,0,0,0,0,0
562,0,0,2.27235,0,0,0,200.4,144.569,-36.7828,0,0,28,0,31,0,0,0,0,0,0,0,0
563,0,0,2.27235,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
564,0,0,2.27253,0,0,0,200.4,144.569,-36.7828,0,0,28,0,31,0,0,0,0,0,0,0,0
565,0,0,2.27264,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
566,0,0,2.27278,1.7568,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
567,0,0,2.27278,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
568,0,0,2.27278,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
569,0,0,2.27278,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
570,0,0,2.27286,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
571,0,0,2.27286,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
572,0,0,2.2729,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
573,0,0,2.27309,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
574,0,0,2.27339,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
575,0,0,2.27359,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
576,0,0,2.27396,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
577,0,0,2.27421,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
578,0,0,2.27462,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
579,0,0,2.27496,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
580,0,0,2.2753,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
581,0,0,2.27566,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
582,0,0,2.27585,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
583,0,0,2.27613,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
584,0,0,2.27637,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
585,0,0,2.27642,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
586,0,0,2.27652,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
587,0,0,2.27669,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
588,0,0,2.27669,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
589,0,0,2.27669,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
590,0,0,2.27669,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
591,0,0,2.27669,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
592,0,0,2.27681,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
593,0,0,2.27681,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
594,0,0,2.27681,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
595,0,0,2.27681,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
596,0,0,2.27681,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
597,0,0,2.27699,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
598,0,0,2.27699,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
599,0,0,2.27699,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
600,0,0,2.27699,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
601,0,0,2.2772,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
602,0,0,2.27735,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
603,0,0,2.27747,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
604,0,0,2.27747,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
605,0,0,2.27747,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
606,0,0,2.27747,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
607,0,0,2.27747,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
608,0,0,2.27747,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
609,0,0,2.27747,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
610,0,0,2.27747,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
611,0,0,2.27747,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
612,0,0,2.27747,2.016,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
613,0,0,2.27747,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
614,0,0,2.27747,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
615,0,0,2.27749,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
616,0,0,2.27749,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
617,0,0,2.27749,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
618,0,0,2.27749,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
619,0,0,2.27749,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
620,0,0,2.27764,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
621,0,0,2.27791,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
622,0,0,2.27793,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
623,0,0,2.27793,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
624,0,0,2.27793,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
625,0,0,2.27793,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
626,0,0,2.27793,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
627,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
628,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
629,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
630,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
631,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
632,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
633,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
634,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
635,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
636,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
637,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
638,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
639,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
640,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
641,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
642,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
643,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
644,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
645,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
646,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
647,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
648,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
649,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
650,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
651,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
652,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
653,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
654,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
655,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
656,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
657,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
658,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
659,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
660,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
661,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
662,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
663,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
664,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
665,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
666,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
667,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
668,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
669,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
670,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
671,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
672,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
673,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
674,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
675,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
676,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
677,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
678,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,31,0,0,0,0,0,0,0,0
679,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
680,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
681,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
682,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
683,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
684,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
685,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
686,0,0,2.27794,0,0,0,200.4,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
731,0,0,2.27794,0,0,0,200.8,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
732,0,0,2.27794,0,0,0,201.2,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
733,0,0,2.27794,0,0,0,201.6,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
734,0,0,2.27794,0,0,0,202,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
735,0,0,2.27794,0,0,0,202.4,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
766,0,0,2.2784,0,0,0,202.4,144.569,-36.7828,0,0,28,0,-255,0,0,0,0,0,0,0,0
863,0,0,2.27863,0,0,0,201.6,144.569,-36.7828,0,0,28,0,-255,0,0,0,0,0,0,0,0
864,0,0,2.27863,0,0,0,201.2,144.569,-36.7828,0,0,28,0,-255,0,0,0,0,0,0,0,0
865,0,0,2.27863,0,0,0,201,144.569,-36.7828,0,0,28,0,-255,0,0,0,0,0,0,0,0
866,0,0,2.27864,0,0,0,200.8,144.569,-36.7828,0,0,28,0,-255,0,0,0,0,0,0,0,0
867,0,0,2.27865,0,0,0,200.4,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
897,0,0,2.27981,0,0,0,200.4,144.569,-36.7828,0,0,27,0,-255,0,0,0,0,0,0,0,0
